SAMPLE	GENOME	model	RDSdC	UBCdC	BCPR	BCPRdC	DESC	CONC	EXP
BR_1_15_A_Kcurve_15	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	A	0	Control
BR_1_15_A_Kcurve_15	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	A	0	Control
BR_1_15_A_Kcurve_15	pHLL249	NewPrimer_mariner	0	0	0	0	A	0	Control
BR_1_15_A_Kcurve_15	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	A	0	Control
BR_1_15_A_Kcurve_15	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	A	0	Control
BR_1_15_B_Kcurve_15	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	2224925	2580	0.001577298	0.00115959	B	0	Control
BR_1_15_B_Kcurve_15	pHLL250	NewPrimer_mariner	5797	8	0.001724435	0.001380024	B	0	Control
BR_1_15_B_Kcurve_15	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	2	1	0.875	0.5	B	0	Control
BR_1_15_B_Kcurve_15	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	1	0	B	0	Control
BR_1_15_B_Kcurve_15	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	B	0	Control
BR_1_15_B_Kcurve_15	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	B	0	Control
BR_1_15_B_Kcurve_15	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	B	0	Control
BR_1_15_B_Kcurve_15	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	0	0	B	0	Control
BR_1_15_B_Kcurve_15	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	B	0	Control
BR_1_15_B_Kcurve_15	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	B	0	Control
BR_1_15_B_Kcurve_15	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	B	0	Control
BR_1_15_B_Kcurve_15	pHLL249	NewPrimer_mariner	0	0	0	0	B	0	Control
BR_1_15_B_Kcurve_15	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	B	0	Control
BR_1_15_B_Kcurve_15	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	0	0	B	0	Control
BR_1_15_B_Kcurve_15	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	B	0	Control
BR_1_2_A_Kcurve_2	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1201012	2156	0.002734918	0.001795153	A	0.01	Treatment
BR_1_2_A_Kcurve_2	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	607127	662	0.001269683	0.001090381	A	0.01	Treatment
BR_1_2_A_Kcurve_2	pHLL250	NewPrimer_mariner	8584	15	0.002212132	0.001747437	A	0.01	Treatment
BR_1_2_A_Kcurve_2	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	1596	1	0.000626566	0.000626566	A	0.01	Treatment
BR_1_2_A_Kcurve_2	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	1	0	A	0.01	Treatment
BR_1_2_A_Kcurve_2	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_2_A_Kcurve_2	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_2_A_Kcurve_2	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_2_A_Kcurve_2	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_2_A_Kcurve_2	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_2_A_Kcurve_2	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_2_A_Kcurve_2	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_2_A_Kcurve_2	pHLL249	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_2_A_Kcurve_2	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_2_A_Kcurve_2	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_2_B_Kcurve_2	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1324706	2299	0.002612445	0.001735479	B	0.01	Treatment
BR_1_2_B_Kcurve_2	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	669578	649	0.001142311	0.000969267	B	0.01	Treatment
BR_1_2_B_Kcurve_2	pHLL250	NewPrimer_mariner	9401	14	0.001595405	0.001489203	B	0.01	Treatment
BR_1_2_B_Kcurve_2	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	1874	1	0.000533618	0.000533618	B	0.01	Treatment
BR_1_2_B_Kcurve_2	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_2_B_Kcurve_2	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_2_B_Kcurve_2	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_2_B_Kcurve_2	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_2_B_Kcurve_2	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_2_B_Kcurve_2	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_2_B_Kcurve_2	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_2_B_Kcurve_2	pHLL249	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_2_B_Kcurve_2	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_2_B_Kcurve_2	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_2_B_Kcurve_2	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_3_A_Kcurve_3	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1187553	893	0.001201881	0.000751966	A	0.01	Treatment
BR_1_3_A_Kcurve_3	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	467832	236	0.000594175	0.000504455	A	0.01	Treatment
BR_1_3_A_Kcurve_3	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	13501	5	0.000370343	0.000370343	A	0.01	Treatment
BR_1_3_A_Kcurve_3	pHLL250	NewPrimer_mariner	10816	12	0.001201812	0.001109467	A	0.01	Treatment
BR_1_3_A_Kcurve_3	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	1	0	A	0.01	Treatment
BR_1_3_A_Kcurve_3	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_3_A_Kcurve_3	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_3_A_Kcurve_3	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_3_A_Kcurve_3	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_3_A_Kcurve_3	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_3_A_Kcurve_3	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_3_A_Kcurve_3	pHLL249	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_3_A_Kcurve_3	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_3_A_Kcurve_3	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_3_A_Kcurve_3	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	A	0.01	Treatment
BR_1_3_B_Kcurve_3	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1294224	942	0.00114688	0.000727849	B	0.01	Treatment
BR_1_3_B_Kcurve_3	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	517793	218	0.000505949	0.000421018	B	0.01	Treatment
BR_1_3_B_Kcurve_3	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	14558	3	0.000206072	0.000206072	B	0.01	Treatment
BR_1_3_B_Kcurve_3	pHLL250	NewPrimer_mariner	11930	14	0.001257229	0.001173512	B	0.01	Treatment
BR_1_3_B_Kcurve_3	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_3_B_Kcurve_3	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_3_B_Kcurve_3	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_3_B_Kcurve_3	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_3_B_Kcurve_3	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_3_B_Kcurve_3	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_3_B_Kcurve_3	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_3_B_Kcurve_3	pHLL249	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_3_B_Kcurve_3	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_3_B_Kcurve_3	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_3_B_Kcurve_3	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	B	0.01	Treatment
BR_1_4_A_Kcurve_4	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1195125	1093	0.001447537	0.000914549	A	0.001	Treatment
BR_1_4_A_Kcurve_4	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	25297	12	0.000948279	0.000474365	A	0.001	Treatment
BR_1_4_A_Kcurve_4	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	2381	1	0.000419992	0.000419992	A	0.001	Treatment
BR_1_4_A_Kcurve_4	pHLL250	NewPrimer_mariner	1558	3	0.002565747	0.001925546	A	0.001	Treatment
BR_1_4_A_Kcurve_4	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_4_A_Kcurve_4	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_4_A_Kcurve_4	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_4_A_Kcurve_4	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_4_A_Kcurve_4	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_4_A_Kcurve_4	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_4_A_Kcurve_4	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_4_A_Kcurve_4	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_4_A_Kcurve_4	pHLL249	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_4_A_Kcurve_4	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_4_A_Kcurve_4	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_4_B_Kcurve_4	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1290173	1063	0.001371877	0.000823921	B	0.001	Treatment
BR_1_4_B_Kcurve_4	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	26693	13	0.001048375	0.000487019	B	0.001	Treatment
BR_1_4_B_Kcurve_4	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	2437	2	0.000820681	0.000820681	B	0.001	Treatment
BR_1_4_B_Kcurve_4	pHLL250	NewPrimer_mariner	1754	4	0.002849003	0.002280502	B	0.001	Treatment
BR_1_4_B_Kcurve_4	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	1	0	B	0.001	Treatment
BR_1_4_B_Kcurve_4	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_4_B_Kcurve_4	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_4_B_Kcurve_4	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_4_B_Kcurve_4	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_4_B_Kcurve_4	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_4_B_Kcurve_4	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_4_B_Kcurve_4	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_4_B_Kcurve_4	pHLL249	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_4_B_Kcurve_4	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_4_B_Kcurve_4	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_5_A_Kcurve_5	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1315488	1997	0.002152057	0.001518068	A	0.001	Treatment
BR_1_5_A_Kcurve_5	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	81390	56	0.000823076	0.000688045	A	0.001	Treatment
BR_1_5_A_Kcurve_5	pHLL250	NewPrimer_mariner	3095	2	0.000646204	0.000646204	A	0.001	Treatment
BR_1_5_A_Kcurve_5	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	1	0	A	0.001	Treatment
BR_1_5_A_Kcurve_5	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	1	0	A	0.001	Treatment
BR_1_5_A_Kcurve_5	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_5_A_Kcurve_5	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_5_A_Kcurve_5	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_5_A_Kcurve_5	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_5_A_Kcurve_5	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_5_A_Kcurve_5	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_5_A_Kcurve_5	pHLL249	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_5_A_Kcurve_5	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_5_A_Kcurve_5	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_5_A_Kcurve_5	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_5_B_Kcurve_5	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1460414	2102	0.002051456	0.001439318	B	0.001	Treatment
BR_1_5_B_Kcurve_5	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	90960	56	0.000835339	0.000615655	B	0.001	Treatment
BR_1_5_B_Kcurve_5	pHLL250	NewPrimer_mariner	3338	2	0.001197605	0.000599161	B	0.001	Treatment
BR_1_5_B_Kcurve_5	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	1	0	B	0.001	Treatment
BR_1_5_B_Kcurve_5	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_5_B_Kcurve_5	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_5_B_Kcurve_5	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_5_B_Kcurve_5	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_5_B_Kcurve_5	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_5_B_Kcurve_5	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_5_B_Kcurve_5	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_5_B_Kcurve_5	pHLL249	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_5_B_Kcurve_5	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_5_B_Kcurve_5	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_5_B_Kcurve_5	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_6_A_Kcurve_6	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1213680	1342	0.001587705	0.001105728	A	0.001	Treatment
BR_1_6_A_Kcurve_6	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	46888	31	0.000895541	0.00066115	A	0.001	Treatment
BR_1_6_A_Kcurve_6	pHLL250	NewPrimer_mariner	4646	1	0.000215239	0.000215239	A	0.001	Treatment
BR_1_6_A_Kcurve_6	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_6_A_Kcurve_6	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_6_A_Kcurve_6	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_6_A_Kcurve_6	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_6_A_Kcurve_6	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_6_A_Kcurve_6	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_6_A_Kcurve_6	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_6_A_Kcurve_6	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_6_A_Kcurve_6	pHLL249	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_6_A_Kcurve_6	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_6_A_Kcurve_6	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_6_A_Kcurve_6	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	A	0.001	Treatment
BR_1_6_B_Kcurve_6	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1326325	1367	0.001515408	0.001030667	B	0.001	Treatment
BR_1_6_B_Kcurve_6	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	51732	33	0.000811735	0.000637903	B	0.001	Treatment
BR_1_6_B_Kcurve_6	pHLL250	NewPrimer_mariner	4793	1	0.000417188	0.000208638	B	0.001	Treatment
BR_1_6_B_Kcurve_6	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	3	1	0.333333333	0.333333333	B	0.001	Treatment
BR_1_6_B_Kcurve_6	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	1	0	B	0.001	Treatment
BR_1_6_B_Kcurve_6	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_6_B_Kcurve_6	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_6_B_Kcurve_6	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_6_B_Kcurve_6	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_6_B_Kcurve_6	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_6_B_Kcurve_6	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_6_B_Kcurve_6	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_6_B_Kcurve_6	pHLL249	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_6_B_Kcurve_6	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_6_B_Kcurve_6	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	B	0.001	Treatment
BR_1_7_A_Kcurve_7	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1693339	2103	0.001970854	0.001241925	A	1e-04	Treatment
BR_1_7_A_Kcurve_7	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	5074	4	0.009957048	0.000788333	A	1e-04	Treatment
BR_1_7_A_Kcurve_7	pHLL250	NewPrimer_mariner	1483	5	0.00672043	0.003371544	A	1e-04	Treatment
BR_1_7_A_Kcurve_7	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	1	0	A	1e-04	Treatment
BR_1_7_A_Kcurve_7	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	1	0	A	1e-04	Treatment
BR_1_7_A_Kcurve_7	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_7_A_Kcurve_7	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_7_A_Kcurve_7	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_7_A_Kcurve_7	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_7_A_Kcurve_7	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_7_A_Kcurve_7	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_7_A_Kcurve_7	pHLL249	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_7_A_Kcurve_7	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_7_A_Kcurve_7	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_7_A_Kcurve_7	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_7_B_Kcurve_7	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1868074	2188	0.001750931	0.00117126	B	1e-04	Treatment
BR_1_7_B_Kcurve_7	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	5741	4	0.006750909	0.000696743	B	1e-04	Treatment
BR_1_7_B_Kcurve_7	pHLL250	NewPrimer_mariner	1676	4	0.004169148	0.002386635	B	1e-04	Treatment
BR_1_7_B_Kcurve_7	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	1	0	B	1e-04	Treatment
BR_1_7_B_Kcurve_7	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
