SAMPLE	GENOME	model	RDSdC	UBCdC	DESC	TF_TYPE	EXP
ET_9mem_5	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_5	pHLL249	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_5	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_6	pHLL250	NewPrimer_mariner	1779873	81278	Conj_Single	Conjugation	Experimental
ET_9mem_6	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	31663	1180	Conj_Single	Conjugation	Experimental
ET_9mem_6	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	22563	689	Conj_Single	Conjugation	Experimental
ET_9mem_6	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	4419	138	Conj_Single	Conjugation	Experimental
ET_9mem_6	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	2774	69	Conj_Single	Conjugation	Experimental
ET_9mem_6	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	2688	57	Conj_Single	Conjugation	Experimental
ET_9mem_6	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	150	2	Conj_Single	Conjugation	Experimental
ET_9mem_6	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	135	3	Conj_Single	Conjugation	Experimental
ET_9mem_6	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_6	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_6	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_6	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_6	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_6	pHLL249	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_6	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_7	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1338145	1872	Electro_Control	Electroporation	Control
ET_9mem_7	pHLL250	NewPrimer_mariner	2895	24	Electro_Control	Electroporation	Control
ET_9mem_7	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_7	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_7	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_7	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_7	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_7	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_7	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_7	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_7	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_7	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_7	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_7	pHLL249	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_7	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_8	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1226440	1394	Electro_Control	Electroporation	Control
ET_9mem_8	pHLL250	NewPrimer_mariner	2	1	Electro_Control	Electroporation	Control
ET_9mem_8	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_8	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_8	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_8	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_8	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_8	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_8	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_8	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_8	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_8	pHLL249	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_8	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_8	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_8	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_9	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1454037	1132	Electro_Control	Electroporation	Control
ET_9mem_9	pHLL250	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_9	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_9	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_9	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_9	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_9	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_9	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_9	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_9	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_9	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_9	pHLL249	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_9	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_9	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
ET_9mem_9	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Electro_Control	Electroporation	Control
