SAMPLE	GENOME	model	RDSdC	UBCdC	DESC	TF_TYPE	EXP
BR_30_ET_28	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	13145	1338	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	pHLL250	NewPrimer_mariner	60	7	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	pHLL249	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_29	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	11331	1070	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	pHLL250	NewPrimer_mariner	56	6	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	pHLL249	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_30	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
